x,y,ang_contr,pdoa,imu_x_g,imu_y_g,imu_z_g
3.49057,3.189361,-1.9651,-2.94,-0.0273,0.1328,-0.1608
3.501043,3.180728,-1.782,-3.76,-0.0273,0.1328,-0.1608
3.52208,3.163393,-1.411,-3.76,-0.0273,0.1328,-0.1608
3.473986,3.202989,-2.253,-3.76,-0.0273,0.1328,-0.1608
3.542225,3.146704,-1.0519,-3.76,-0.0273,0.1328,-0.1608
3.483866,3.19471,-2.0819,-3.104,-0.0195,0.1445,-0.1609
3.534458,3.152994,-1.1909,-3.104,-0.0195,0.1445,-0.1609
3.533592,3.153706,-1.2063,-3.104,-0.0195,0.1445,-0.1609
3.503668,3.178332,-1.736,-3.104,-0.0195,0.1445,-0.1609
3.427199,3.241337,-3.0516,-3.0,-0.0195,0.1445,-0.1609
3.743632,2.980103,177.2406,-3.0,-0.0195,0.1445,-0.1609
3.693553,3.386916,178.4178,-3.0,-0.0195,0.1445,-0.1609
3.663628,3.603914,178.9885,-2.9,-0.0195,0.1445,-0.1609
3.749582,3.807282,177.7501,-2.9,-0.0195,0.1445,-0.1609
3.301184,3.349727,-5.0976,-2.106,-0.0195,0.1445,-0.1609
3.319295,3.334729,-4.8116,-3.104,-0.0195,0.1445,-0.1609
3.292377,3.35701,-5.2357,-3.104,-0.0195,0.1445,-0.1609
3.296661,3.353462,-5.1687,0.46,-0.0195,0.1445,-0.1609
3.372918,3.290306,-3.948,0.46,-0.0195,0.1445,-0.1609
3.49663,1.472931,-4.0144,0.58,-0.0195,0.1445,-0.1609
3.973542,3.624875,174.1165,-5.96,-0.0039,0.1758,-0.1611
3.943928,3.648402,174.6148,-5.96,-0.0039,0.1758,-0.1611
3.932557,3.657476,174.8047,-7.114,-0.0039,0.1758,-0.1611
3.926108,3.662631,174.912,-7.114,-0.0039,0.1758,-0.1611
3.898817,3.684466,175.3634,-7.114,-0.0039,0.1758,-0.1611
3.914496,3.672094,175.1049,-8.48,-0.0039,0.1758,-0.1611
3.918151,3.668821,175.0438,-8.48,-0.0039,0.1758,-0.1611
3.921455,3.666174,174.989,-8.48,-0.0039,0.1758,-0.1611
3.915413,3.671012,175.0892,-8.68,-0.0039,0.1758,-0.1611
3.969876,3.627369,174.1778,-8.68,-0.0039,0.1758,-0.1611
3.988588,3.612494,173.8604,-8.68,-0.0039,0.1758,-0.1611
3.949687,3.64333,174.5175,-8.68,-0.0039,0.1758,-0.1611
3.946377,3.645969,174.573,-10.34,-0.0039,0.1758,-0.1611
3.914474,3.671419,175.1043,-10.34,-0.0039,0.1758,-0.1611
3.880358,3.698791,175.6654,-10.34,-0.0039,0.1758,-0.1611
3.898941,3.683824,175.3606,-10.34,-0.0039,0.1758,-0.1611
3.884702,3.695262,175.5943,-13.18,-0.0039,0.1758,-0.1611
3.901797,3.682022,175.3142,-13.18,-0.0039,0.1758,-0.1611
3.889648,3.691777,175.5139,-13.18,-0.0039,0.1758,-0.1611
3.879836,3.699668,175.6745,-16.56,-0.0625,0.1875,-0.1609
3.882892,3.697207,175.6245,-16.56,-0.0625,0.1875,-0.1609
3.898941,3.683824,175.3606,-20.8,-0.0625,0.1875,-0.1609
2.961161,3.632293,-9.975,-22.86,-0.0625,0.1875,-0.1609
2.964733,3.629323,-9.9283,-22.86,-0.0625,0.1875,-0.1609
2.979406,3.617123,-9.7355,-22.86,-0.0625,0.1875,-0.1609
3.143687,3.480531,-7.4691,-22.74,0.0703,0.1445,-0.161
3.136206,3.486745,-7.5768,-22.74,0.0703,0.1445,-0.161
3.148305,3.476694,-7.4024,-23.112,0.0703,0.1445,-0.161
3.282103,1.693576,-10.6312,-25.102,-0.0547,0.1836,-0.1611
3.449421,1.532031,-5.6134,-27.1,-0.0547,0.1523,-0.1611
3.436543,1.544949,-6.0395,-26.104,-0.0039,0.1914,-0.1611
3.46679,1.528152,-4.9819,-26.104,-0.0039,0.1914,-0.1611
3.625912,1.593022,179.0681,-26.104,-0.0039,0.1914,-0.1611
3.605441,1.608464,179.8062,-28.28,-0.0039,0.1914,-0.1611
3.564594,1.595441,-1.2713,-28.28,-0.0039,0.1914,-0.1611
3.489271,1.669269,-3.7951,-49.44,-0.1016,0.2617,-0.1612
3.48762,1.670861,-3.8478,-49.44,-0.1016,0.2617,-0.1612
3.489271,1.669269,-3.7951,-54.6,-0.1016,0.2617,-0.1612
3.990955,2.777122,171.9867,-54.6,-0.1016,0.2617,-0.1612
3.744473,4.873569,178.302,-55.64,-0.1016,0.2617,-0.1612
3.748602,4.812492,178.2314,-55.6,-0.1016,0.2617,-0.1612
3.744473,4.873569,178.302,-55.6,-0.1016,0.2617,-0.1612
3.500978,1.774361,-3.1942,-55.6,-0.1016,0.2617,-0.1612
3.488262,1.733838,-3.6874,-55.6,-0.1016,0.2617,-0.1612
3.477184,1.744087,-4.028,-56.9,-0.1016,0.2617,-0.1612
3.439538,1.716132,-5.3418,-56.9,-0.1016,0.2617,-0.1612
3.528363,1.827262,-2.2451,-56.9,-0.1016,0.2617,-0.1612
3.497844,1.802193,-3.2443,-56.9,-0.1016,0.2617,-0.1612
3.519927,1.782416,-2.5722,-57.76,-0.1016,0.2617,-0.1612
3.543645,1.761142,-1.8328,-57.76,-0.1016,0.2617,-0.1612
3.546475,1.758596,-1.7433,-56.112,-0.0039,0.1602,-0.1614
4.141024,2.656226,168.4874,-56.112,-0.0039,0.1602,-0.1614
4.220872,2.591689,166.528,-56.112,-0.0039,0.1602,-0.1614
4.20155,2.607199,167.0077,-56.112,-0.0039,0.1602,-0.1614
4.183188,2.621964,167.4602,-53.0,-0.0039,0.1602,-0.1614
4.143307,2.654083,168.431,-53.0,-0.0039,0.1602,-0.1614
4.106149,2.684101,169.321,-56.78,-0.0039,0.1602,-0.1614
4.147113,2.650919,168.3387,-56.78,-0.0039,0.1602,-0.1614
3.113688,3.505471,-7.8982,-60.92,0.0234,0.1133,-0.1612
3.113454,3.505666,-7.9015,-60.92,0.0234,0.1133,-0.1612
3.113688,3.505471,-7.8982,-60.92,0.0234,0.1133,-0.1612
3.071595,3.540472,-8.4886,-64.7,0.0234,0.1133,-0.1612
4.106149,2.684101,169.321,-67.44,0.0234,0.1133,-0.1612
2.997271,3.602269,-9.4987,-67.44,0.0234,0.1133,-0.1612
3.03587,3.570175,-8.9792,-67.44,0.0234,0.1133,-0.1612
3.002659,3.597787,-9.4268,-71.1,-0.0078,0.1523,-0.1611
3.11549,3.503986,-7.8726,-92.1,0.0,0.1445,-0.1611
3.092685,3.522941,-8.1944,-92.1,0.0,0.1445,-0.1611
2.338612,3.586189,-19.3786,-90.102,0.0,0.1445,-0.1611
2.330951,3.515687,-19.8479,-90.102,0.0,0.1445,-0.1611
3.149165,3.476006,-7.39,-90.102,0.0,0.1445,-0.1611
2.373611,2.645622,-24.8703,-95.108,0.0,0.1445,-0.1611
2.389433,2.827565,-23.1772,-95.108,0.0,0.1445,-0.1611
2.38729,2.80145,-23.4071,-95.108,0.0,0.1445,-0.1611
2.401496,2.973445,-21.9528,-89.76,0.0,0.1445,-0.1611
2.38255,2.730396,-24.0315,-89.76,0.0,0.1445,-0.1611
2.373858,2.627096,-25.0198,-89.76,0.0,0.1445,-0.1611
2.393101,2.84915,-22.9575,-89.76,0.0,0.1445,-0.1611
2.395755,2.881985,-22.6777,-88.46,0.0,0.1445,-0.1611
2.390048,2.810612,-23.2916,-88.46,0.0,0.1445,-0.1611
2.395755,2.881985,-22.6777,-88.46,0.0,0.1445,-0.1611
3.227514,3.410838,-6.2324,-88.46,0.0039,0.1836,-0.1613
2.506268,3.114378,-19.3507,-91.22,0.0039,0.1836,-0.1613
2.488411,2.683964,-22.4973,-91.22,0.0039,0.1836,-0.1613
2.487285,2.66469,-22.6643,-91.22,0.0039,0.1836,-0.1613
2.473664,2.431976,-24.8506,-95.122,0.0039,0.1836,-0.1613
2.453807,2.106065,-28.5565,-95.122,0.0039,0.1836,-0.1613
2.484661,2.592021,-23.2821,-95.122,0.0039,0.1836,-0.1613
2.51809,3.160896,-18.895,-95.68,0.0039,0.1836,-0.1613
2.518627,3.171115,-18.8297,-95.68,0.0039,0.1836,-0.1613
2.51809,3.160896,-18.895,-95.68,0.0039,0.1836,-0.1613
2.404701,3.588701,-18.4215,-95.68,0.0039,0.1836,-0.1613
2.400176,3.542289,-18.712,-96.3,0.0039,0.1836,-0.1613
2.410099,3.64026,-18.1011,-96.3,0.0039,0.1836,-0.1613
2.406375,3.599979,-18.3437,-96.3,0.0039,0.1836,-0.1613
2.425952,3.807356,-17.1378,-95.6,0.0039,0.1836,-0.1613
2.423395,3.776779,-17.3037,-95.6,0.0039,0.1836,-0.1613
2.399228,3.492902,-18.9717,-95.6,0.0039,0.1836,-0.1613
2.426405,3.775646,-17.267,-95.6,0.0039,0.1836,-0.1613
2.441689,3.964581,-16.2865,-95.66,0.0039,0.1836,-0.1613
2.430151,3.807363,-17.0801,-95.66,0.0039,0.1836,-0.1613
2.434568,3.86301,-16.788,-95.66,0.0039,0.1836,-0.1613
2.447856,4.034898,-15.9364,-90.2,0.0039,0.1836,-0.1613
2.449348,4.055639,-15.8395,-90.2,0.0039,0.1836,-0.1613
2.447856,4.034898,-15.9364,-94.4,-0.0508,0.207,-0.1613
3.638345,3.06984,179.2844,-95.62,-0.0508,0.207,-0.1613
2.548674,6.734114,-8.8734,-161.108,-0.0625,0.125,-0.1614
2.544884,6.617454,-9.0592,-161.108,-0.0625,0.125,-0.1614
2.523817,5.975217,-10.21,-161.114,-0.0625,0.125,-0.1614
2.542037,6.454869,-9.3081,-161.114,-0.0625,0.125,-0.1614
2.547879,6.625567,-9.0231,-161.114,-0.0625,0.125,-0.1614
2.511888,5.470158,-11.2503,-161.114,-0.0625,0.125,-0.1614
2.468475,4.367176,-14.5258,-159.68,-0.0625,0.125,-0.1614
2.474637,4.478525,-14.1052,-159.68,-0.0625,0.125,-0.1614
2.459414,4.193281,-15.2165,-154.6,-0.0547,0.1602,-0.1613
2.434098,3.752288,-17.2609,-154.6,-0.0547,0.1602,-0.1613
2.442036,3.872392,-16.6483,-154.6,-0.0547,0.1602,-0.1613
2.452256,4.033103,-15.8853,-154.6,-0.0547,0.1602,-0.1613
2.391452,2.876164,-22.7919,-155.58,-0.0547,0.1602,-0.1613
2.36498,2.549547,-25.8459,-155.58,-0.0547,0.1602,-0.1613
2.207872,2.526425,-28.8559,-157.12,-0.0547,0.1602,-0.1613
2.691459,2.099444,-23.4007,-157.12,-0.0547,0.1602,-0.1613
2.406184,1.796001,-33.6123,-157.12,-0.0547,0.1602,-0.1613
2.417283,1.933268,-31.4571,-155.86,-0.0547,0.1602,-0.1613
2.412394,1.871516,-32.398,-155.86,-0.0547,0.1602,-0.1613
2.389517,1.585092,-37.3678,-155.86,-0.0547,0.1602,-0.1613
2.23947,1.739728,-38.0267,-157.114,-0.043,0.1523,-0.1613
2.224266,1.754445,-38.1015,-157.114,-0.043,0.1523,-0.1613
2.19469,1.782941,-38.2451,-156.48,-0.043,0.1523,-0.1613
1.956942,1.959994,-39.973,-155.4,-0.0234,0.2109,-0.1612
1.941055,1.855087,-41.8052,-159.76,-0.0234,0.2109,-0.1612
1.940553,1.851847,-41.8636,-159.76,-0.0234,0.2109,-0.1612
1.941055,1.855087,-41.8052,-159.76,-0.0234,0.2109,-0.1612
1.590041,2.572602,-38.0003,-159.76,-0.0234,0.2109,-0.1612
1.599006,2.564762,-37.9609,-158.14,-0.0234,0.2109,-0.1612
1.564272,2.59515,-38.1119,-158.14,-0.0234,0.2109,-0.1612
1.504282,2.25355,-42.9217,-158.62,0.0195,0.2812,-0.1613
1.472629,2.087662,-45.5398,-158.62,0.0195,0.2812,-0.1613
1.462314,2.03553,-46.4023,-158.62,0.0195,0.2812,-0.1613
1.460588,2.026898,-46.5469,-158.62,0.0195,0.2812,-0.1613
1.462314,2.03553,-46.4023,-158.124,0.0195,0.2812,-0.1613
1.356121,2.983321,-36.9483,-158.124,0.0195,0.2812,-0.1613
1.42652,2.925142,-36.6136,-158.124,0.0195,0.2812,-0.1613
1.40713,2.941477,-36.7045,-157.2,0.0312,0.1016,-0.1613
1.411394,2.937927,-36.6842,-160.1,0.0312,0.1016,-0.1613
1.434558,2.918624,-36.5732,-160.1,0.0312,0.1016,-0.1613
1.429909,2.922515,-36.5954,-160.1,0.0312,0.1016,-0.1613
1.43276,2.920131,-36.5818,-159.44,0.0312,0.1016,-0.1613
1.405717,2.942758,-36.7102,-159.44,0.0312,0.1016,-0.1613
1.433927,2.919309,-36.5747,-159.44,0.0312,0.1016,-0.1613
1.42474,2.926997,-36.6187,-159.44,0.0312,0.1016,-0.1613
1.415187,2.934977,-36.6642,-161.52,0.0312,0.1016,-0.1613
1.307035,2.858149,-38.7385,-159.108,0.0039,0.1523,-0.1614
1.362572,2.866957,-37.9692,-159.108,0.0039,0.1523,-0.1614
1.341039,2.856634,-38.3361,-159.108,0.0039,0.1523,-0.1614
1.335474,2.819152,-38.7737,-158.98,0.0039,0.1523,-0.1614
1.361409,2.797479,-38.6674,-158.98,0.0039,0.1523,-0.1614
1.342771,2.81312,-38.7433,-158.98,0.0039,0.1523,-0.1614
1.346844,2.822387,-38.6009,-156.68,0.0039,0.1523,-0.1614
1.347765,2.826164,-38.5521,-159.56,0.0039,0.1523,-0.1614
1.346844,2.822387,-38.6009,-159.56,0.0039,0.1523,-0.1614
1.153502,3.490784,-35.0245,-159.56,0.0039,0.1523,-0.1614
1.174837,3.545112,-34.3755,-159.56,0.0039,0.1523,-0.1614
1.193517,3.608974,-33.6956,-157.86,-0.0195,0.1445,-0.1613
1.366206,2.908556,-37.5245,-160.92,-0.0195,0.1445,-0.1613
1.37349,2.93944,-37.1425,-160.92,-0.0195,0.1445,-0.1613
1.337733,2.785621,-39.0808,-160.92,-0.0195,0.1445,-0.1613
