x,y,ang_contr,pdoa,imu_x_g,imu_y_g,imu_z_g
3.361736,1.34646,-10.0349,-97.102,-0.0039,0.1133,-0.1615
3.364944,1.343366,-9.9249,-97.102,-0.0039,0.1133,-0.1615
3.335977,1.371504,-10.8965,-97.102,-0.0039,0.1133,-0.1615
3.338069,1.369496,-10.8277,-97.102,-0.0039,0.1133,-0.1615
3.354972,1.35296,-10.2653,-98.6,-0.0039,0.1133,-0.1615
3.335977,1.371504,-10.8965,-46.22,-0.0352,0.1523,-0.1613
4.090503,3.566519,172.1692,-43.98,-0.0352,0.1523,-0.1613
3.882101,1.948005,171.76,-38.9,-0.0352,0.1523,-0.1613
3.880063,1.931831,171.7511,-34.6,-0.0352,0.1523,-0.1613
3.849718,1.934191,172.6434,-34.6,-0.0352,0.1523,-0.1613
3.850879,1.921334,172.5607,-34.6,-0.0352,0.1523,-0.1613
3.834589,2.10162,173.6308,-31.38,0.0742,0.1172,-0.1614
3.826354,2.193241,174.1076,-31.38,0.0742,0.1172,-0.1614
3.825971,2.197533,174.1289,-31.38,0.0742,0.1172,-0.1614
3.826354,2.193241,174.1076,-30.3,0.0742,0.1172,-0.1614
3.767191,3.583956,177.3291,-30.3,0.0742,0.1172,-0.1614
3.750369,3.715812,177.6827,-30.3,0.0742,0.1172,-0.1614
3.751284,3.707885,177.6636,-29.88,0.0742,0.1172,-0.1614
3.749706,3.721503,177.6964,-29.88,0.0742,0.1172,-0.1614
3.770569,3.540236,177.2416,-29.88,0.0742,0.1172,-0.1614
3.760613,3.619648,177.4593,-29.88,0.0742,0.1172,-0.1614
3.762159,3.606723,177.4257,-29.88,0.0742,0.1172,-0.1614
3.768092,3.557465,177.2948,-30.62,0.0742,0.1172,-0.1614
3.760798,3.616532,177.4542,-30.62,0.0742,0.1172,-0.1614
3.765833,3.530883,177.311,-28.6,0.0742,0.1172,-0.1614
3.771065,3.487352,177.1917,-28.2,-0.0352,0.125,-0.1614
3.769159,3.502875,177.2353,-28.2,-0.0352,0.125,-0.1614
3.756455,3.607153,177.5164,-28.2,-0.0352,0.125,-0.1614
3.77732,3.425852,177.037,-30.1,-0.0352,0.125,-0.1614
3.745501,3.715068,177.7572,-30.1,-0.0352,0.125,-0.1614
3.759089,3.63083,177.4911,-30.1,-0.0352,0.125,-0.1614
3.745139,3.748447,177.7826,-28.4,-0.0352,0.125,-0.1614
3.760297,3.589684,177.4432,-28.4,-0.0352,0.125,-0.1614
3.794933,3.285313,176.6044,-29.84,-0.0234,0.1211,-0.1614
3.767414,3.482816,177.248,-27.88,-0.0234,0.1211,-0.1614
3.740494,3.723038,177.8389,-25.1,-0.0234,0.1211,-0.1614
3.777423,3.352709,176.9708,-25.1,-0.0234,0.1211,-0.1614
3.764853,3.46069,177.2727,-25.1,-0.0234,0.1211,-0.1614
3.764355,3.465178,177.2845,-26.8,-0.0547,0.1133,-0.1612
3.764853,3.46069,177.2727,-26.8,-0.0547,0.1133,-0.1612
